Name,Username
Fernanda Melchionna,fernandapsol
Salatiel de Souza,salatiel_de_souza
Meninas na Química - UFRJ,meninasnaquimicaufrj
Rodrigo Candelot | Ator | Musico,rodrigocandelot
Lance!,lancedigital
Cláudio Maranhão II,claudio.maranhao
Sociedade Nacional Agricultura,snaagricultura
Agência de Notícias da Aids,agenciaaids
Crente Severo,crentesevero
Guanabara Notícias,guanabaranoticias
Peels,peelscapacetes
Dario Coelho,eudariocoelho
CBN Amazônia Belém,cbn.belem
Mulheres de Direita,bolsonaristaspresente
"Itacaré Urgente - Noticias, Divulgação e Criação de Conteúdo",itacareurgenteoficial
ANI BELLE | CANTORA,anibelleoficial
David Campos,davidpalmacia
Maxwell Alexandre,maxwell__alexandre
Lyria Prado,closetmidy
Jordana,jordanaaraaujo
Internacional Shopping,internacionalshopping
Patria Amada Brasil,patriaamadabr
Galileu Nogueira | Estrategista de Branding,galileunogueira
Flávia Oliveira,flaviaol
FREITAS BONALDI,freitasbonaldi
Instituto Vladimir Herzog,vladimirherzog
𝕷𝖊𝖔𝖓𝖆𝖗𝖉𝖔 𝕺𝖑𝖎𝖛𝖊𝖎𝖗𝖆,mr.leonardooliveira
Leandro Santos,leandro_______santos
IVAN BARON | Influenciador da Inclusão,ivanbaron
Gabriel Machado,maestrogabrielmachado
Chico Vigilante,chicovigilanteoficial
Capixaba em foco,capixabaemfoco
Douglas Gomides | Marca Pessoal e Vendas,douglasgomides
Sofascore Brazil,sofascorebr_oficial
"Envelopamento, PPF & Insul-Film",eurostickers
Carina Sartor Designs,carinasartordesigns
Se Rasgum,serasgum
Arimateia Oficial,arimateia_oficial
Eyder Brasil,eyderbrasil_
Bazar Casa Maria,bazarcasamaria
"Telma Abrahão | Neurociência, trauma e infância",telma.abrahao
Dani Tatim,dojeitodani
Patrocinio Online,patrocinio_online
Site Bahia Notícias,bahianoticias
Mayka Schneider,maykaschneider
Kênia | Instrutora de Tiro,kenia.pompeia
Grainne's Pub,grainnespub
Articulação de Mulheres Brasileiras,amb_feminista
Jornal O Despertar,jornalodespertar
Rodrigão Meira,rodrigaomeira
Ababadeira Sou Eu,ababadeiraasoueu
MEMES / ENQUETES/ VÍDEOS,memes_diarias
Litoral Serv,litoralserv
Juninho do Pneu,juninhodopneu
Guia Folha,guiafolha
Rafael Nemitz,rafaelnemitz
Família de Sucesso,familiadesucesso
VEJA,vejanoinsta
Eric De Melo Silveira II,ericsilveira.adv
Design Ativista,designativista
Casa Das Redes,casadasredesninja
Daniel Martins,danielms80
Sleeping Giants Brasil,slpng_giants_pt
Carlos Amaral,musicocarlosamaral
Prefeitura de Indaiatuba,prefaindaiatuba
Coronel Feitosa,coronelalbertofeitosa
@ SANDRA FASHION -THE,sandrafashion_the
A GOSSIP GIRLS 💕,agossipgirls
Vereador Dudu Tavares,tavaresdudu
Eduardo Bastos Moreira Lima,edubastosmlima
Gabriella Borges De Souza,negavanpsol
Luciana Lima (Blanton),lucianalimaofficial
Henrique Rojas,rickrojas
Mogi das Cruzes Oficial,prefeituramogi
Rede Comunicare,redecomunicare
Wagner Divulgações,wagnerdivulgacoes
Rosangela Gomes,deputadarosangelagomes
Tribunal de Contas,tcesp
𝐃𝐈𝐑𝐄𝐈𝐓𝐀 𝐁𝐑𝐀𝐒𝐈𝐋 🇧🇷,direitabr_oficial
Elzo Arantes,elzo.arantes
Bianca Wasser,bianca__wasser
Elio Joaquim,eliojoaquim
Edyjunio Assis,edyjunioassis
Michelle Freitas,michellefreitasp
EM OFF 💣,portalemoff
BARBA 13110,teonilio_barba
Lídia Moura,lidiamourac
TV Miramar,tv_miramar_oficial
Tribunal Superior do Trabalho,tstjus
Gibi,escolapirata
Manuela Serra,manuellysouth
Vaquejada / Abre A Porteira,programaabreaporteira
POPNITTA,popnitta
UGT Brasil,ugt_brasil
Matheus Vale,passosvale
Energy conexões | Ecoturismo | Recife-PE,energyconexoes
MultiOpticas Portugal,multiopticas_pt
Leandro Grass,leandrograss
Blog Brasil Vaquejada,blogbrasilvaquejada
Rivando Gois,rivando_gois
Ricardo Nolasco,blogdoricardonolasco.com.br
Nilda Christo Confeitaria Artesanal,nildachristo
Doorgal Andrada,doorgalandradamg
WP Assessoria Esportiva,wp_assessoria
Vereador Reginaldo,reginaldoengenheiropassos
Marina Coelho Araujo,mcoelhoaraujo
"Verde Vale FM 103,7",verdevalemineiros
DireitaParaibanaOficial ®,direitaparaibana
ECO Diagnóstica,ecodiag
R O S A M A R I A,rosamaria.loja
brenda taketa,brendataketa
Travas da Sul,travasdasul
,joselandia_news_oficial
João Henrique Viana,zuaohenrique
Laura Capanema,lauracapa
Jornal Palhocense,palhocense
INSULFILM,insulfilmss
Roberto Cohen Cerimonial,cohencerimonial
NÚCLEO DE APOIO AO ESTUDANTE,nucleo_de_apoioaoestudante
Lojas Colombo,lojascolombo
Clipping Comentado,clippingcomentado
Traia Véia,traiaveiaoficial
ITAPHARMA SUPLEMENTOS,itapharmasuplementos
Rodrigo Morais,_rodrigomorais1
Portal Gustavo Mioto,portalgustavomioto
Primeira IEQ - Região 256,primeiraieq256
Tati Barbi Balas Caramelizadas,tatibarbi
TV CARAMURU,tvcaramuruoficial
Pâmella Studzinski Sanchez,pamsnowstage
Instituto Primeira Infância,ipredeoficial
Museu de Arte Moderna de São Paulo,mamsaopaulo
Fundação Vunesp,vunesp
JESS,jessoficial
NSC Total Joinville,nsctotaljoinville
Associação Devotos de Fátima,devotosdefatima
Jornal de Barretos Regional,jornaldebarretos
"CARAÍBAS FM 100,7",caraibasfm
Lins Sanford Cantanhede,cledsonlinssanfordoficial
Movimento Black Money - MBM,movimentoblackmoney
RODRIGO_PHONES13,rodrigo_phones.13
Editora Foco,editora_foco
Bruna Emoda,emoda_bruna
Rafael Brunelli,rafabrunelli
Sintonize,sintonizeoriginal
sorridentsmauazaira,sorridentsmauazaira
Daniela Simone,dani.cigarra
Lendário Neymar Jr.,lendarioneymarjrsite
Michel Melamed,michelmelamed
Fred Ferreira,fredferreira.vereador
Espetaria e Pizzaria Ouro Verde,espetaria_pizzaria_ouroverde
Lívia Leão,liviamulder
Vitao  Paraibuna,vitaomiranda
Thiago Botelho,blogdobotelho
Ello Eterno,elloeterno
Agendatrips | Viagens Outdoors e Dicas,agendatrips
Mauricio Arruda,mauricio.arrudax
Deltan Dallagnol,deltandallagnol
cozinha ocupação 9 de julho,cozinhaocupacao9dejulho
Surubim News,surubim_news
Prof. Dr. João Moura - Cinesiologista,joaomouratef
Mega Vestcasa Aviação,megavestcasa_aviacao
Uniandrade,uniandradeoficial
Pedro Militão,pedromilitaoo
Rodrigo Ortiz Vinholo,rodrigoortiz
PastorCarlos Vieira,prcarlos_vieira
Cresci e Perdi -  São Bernardo do Campo,crescieperdi_baetaneves
Victor Seixas,victorseixasoficial
Ronaldo Serruya,ronaldoserruya
Central de Fãs: Ewbank Gagliasso,centralewbankgagliasso
Notícias de Franca,noticiasdefranca_nf
ronaldo based 🚬,ronaldo.based
INCÊNDIO,incendioficial
Relógios de Fábrica,relogiosdefabrica
All Bank Invest,allbankinvest
Prefeitura de Poços de Caldas,prefeituradepocos
Newsedan Mercedes-Benz,newsedan.mercedesbenz
by Andreza Trivillin,andrezadicaeindica
Prof. Dr. Mariane R. Cortes,crocheteiranerd
AMO - Nacional e Internacional,maesqueorampelosfilhosoficial
Moviecom Cinemas,moviecomcinemas
Isso É Notícia,issoenoticia
Maternidade Ativa,maternidadeativaa_
Rui Nóbrega,ruinobregabr
Unhas | Esmaltações | Nails,unhasqamei
Bruxas e Deusas,bruxasedeusas
Xadrez Brasil Oficial,xadrezbrasil
Rogerio Ferreira Liporaci,rogerio_liporaci.dor
Otavio Branco |Direita Agro,otaviobrancobr
Sesc em Pernambuco,sescpe
Reginaldo Gonçalves,regiskaka
𝗝𝗨𝗟𝗜𝗢 𝗖𝗘𝗦𝗔𝗥,minjuliocesar
Gil Sant'Anna,santannagil
Sérgio Zagarino,sergiozagarino
Shopping Bosque Grão-Pará,bosquegraopara
Fabiano Guimarães,fabianolibrasbrasil
Inteligência Financeira,sigaif
Rádio Mania Brasil,radiomaniabrasil
DM Vale do Jequitinhonha,direitaminas_vj
42° BPM,42bpm_cpc
Julliana Lizze | Marketing Digital,julianalizze
Terra Produtos Agropecuários,terraprodagropecuarios
HG2 Moda Fitness,hg2_fitness
Flavia Wenceslau,flavia.wenceslau
Cinthya Sternberg,cinthyasternberg
Rui Falcão Deputado Federal,ruifalcao13
Gustavo Bueno,gbuenorj
Juiz de Fora - JF - #EuCurtoJF,eucurtojf
Direitão 💡🇧🇷,direitao_brasil
Vevvo Profissional - Valves,vevvosalvador
Fabio Nudge Pereira | Futurista | Produtividade Digital,fabionudge
Angelo Paes Leme,angelopaeslemeoficial
Tv Jornal Maceió Oficial,tvjornalmaceiooficial
Larissa Conforto,aiyemusic
Priscila Mota - Apresentadora,priscila.motaa
𝗠𝗢𝗩𝗜𝗡𝗚 𝗙𝗜𝗧𝗡𝗘𝗦𝗦 𝗪𝗘𝗔𝗥®,movingfitnesswear
"Adelita Jurema - Bruxa, Taróloga e Sacerdotisa",quintaldejurema
Pesca Noturna Aquidauana MS/ pescaria  / Pantanal / Fabio Lopes,corujaodamadrugadams
Magda Mofatto,magdamofatto.goias
Bananal Online ®️,bananalonline
Laboutik | SEMIJOIAS DE LUXO,laboutik_
Imagine um Lar 💭 na ESPANHA 🇪🇸,imagineumlar
Bruna Trindade,brunatrindadeoficial
POSH CLUB 🪩,poshclublisbon
Maria Padilha Rainha do Cabaré,maeanadecabareoficial
Felviagens,felviagens
𝘚𝘈𝘔𝘐𝘓𝘈 𝘗𝘈𝘜𝘓𝘈 ®,samilapaulaintense
COMPRA E VENDA DE FAZENDAS,brxfazendas
MERCADO CIRCULAR,mercadocircular__
Malu de Jesus,maludejesusoficial
Delegada Adriana Accorsi,adriana_accorsi
Revista Encontro - BH,revista_encontro
Flávia - Corpo em Movimento-RJ,treinadoraflaviaoliveirarj
Felipe Badaró,felipebadarooficial
Tatá Gonçalves,tatagoncalvesof
Rádio Grande Rio FM - Oficial,granderiofm
Flavio Bauraqui,bauraqui
Repórter Bahia,reporterbahia
Luis Telles,luistellesoficial
Blitz Conquista,blitzconquista
Iva Soares,iva.soaresoficial
Pretinho Básico,pretinhobasico
William Robson Cordeiro,williamrobson
Quadrangular Taguatinga Norte,ieqsededf
Liderança PSD,psdcamara
Dr. Alex Alves,dralexalves
DIO,dio_makethechange
Um universitário também chora,umuniversitariotambemchora
memes,memefab__
GOSSIP MANAUX,gossipmanaux
Juliano P. Sant'Ana,julianopsantana
Manaus em Evolução,manausemevolucao
Zó do Sertão (Crisóstomo Lima),zodosertao
BEM NORDESTINO🌵,bemnordestin0
Deliciosas Receitas e Dicas Fit,receitasedicasfaceiss
𝐂𝐚𝐫𝐥𝐨𝐬 𝐕𝐢𝐧𝐢𝐜𝐢𝐨𝐬 | Mentor Cristão | Apresentador 🇺🇸,carlosvinicios1
MDB SP,mdbsaopaulo
TV KZ,tvkz1
Victor H P Infante,vhpinfante
Jeremias Pereira / encorajamento/familia/lidar com o luto,prjeremiaspereira
Alex Paiva Pereira,alexpprj
Boa Diversão,boadiversao
Outras Palavras,outraspalavrasbr
Felipe Lintz,lintzfelipe
Rapha Trip Turismo & Aventura,raphatripoficial
Revista FULLPOWER,revistafullpower
Andre Rodini,andrerodini
B L O G   D O   B E C K,blogdobeck
Monique Alfradique,moniquealfradique
Guilherme Schneider ⭐,gui_riff
Espaço Almeida,espacoalmeidabtv
Portal Minuto Nordeste,minutonordeste
Bora Galo,bora.galo
Calvinistas de Plantão,calvinistasdeplantao
Rodrigo Zanc,rodrigozanc
Leonardo Paschoalão,advogadofranquia
Cabelo Orgânico - Salvador,hair_magnifica
King Silk Personalizados ®️,kingsilkpersonalizados
Acorda Cidade,acordacidade
Kawasaki,2kmotos
Geração de Atletas | Futebol,geracaodeatletas
Diogo Faro,diogofaroidiota
O Grande ABC,ograndeabc
Rodrigo Bastos,rodsbastos
Mega Tricolor SPFC,spfcmega
Geração Nutela,geracaonutela_
Carmem Simões,frasesdjesus
Gamers Club,gamersclubbr
Vie de petit,viedepetit
Feira dos Goianos,feiradosgoianostaguatinga_
Platinaline,platinaline
Suddha Yoga e Ayurveda,suddha_yogaeayurveda
Seu Crédito,seucreditoof
Agência Lupa,agencia_lupa
®️CLASSIFICADOS MS 🇧🇷,classificadosms
Mônica Batalha Prado,dramonicabatalha
Vip Lanches,viplanches.pa
Daniel Carraretto,danielcarraretto
Prefeitura de Muniz Freire,prefeiturademunizfreire
Kenzie Academy Brasil,kenzieacademybr
Igor Gadelha,igorgadelham
iStore Portugal,istore_pt
Futsal Irajá ⚽,futsaliraja
Paulo Neni,pauloneni
Eleonora Dobbin,eleonoradobbin
Folha de Londrina,folhadelondrina
Catolico Tradicional News,catolico.tradicional_
Direita Maranhense🇧🇷,direitamaranhense_oficial
Ratinho Notícias,ratinhonoticias
João Pedro Paes Leme,jp_paesleme
Gease Freitas,vereador.geasefreitas
Patrícia Gama,patriciagamasp
"🇧🇷Bia Kicis, Brasil!🇧🇷",biakicisbrasil
Rodrigo Ramos (Salgado),rodramos.arq
Juju Store,juju_sstore
Secretaria do Meio Ambiente,svmasp
Portal AGazeta da Tarde,agazetadatarde
Jairovisck,jairopassos
Magoo,henriquemagoo
Nutricionista Iandra Martins 🍏,fifasbrasil
LATAM Pass,latampass
Edgar Racing,edgar.racing
Assembleia Legislativa do Estado de Mato Grosso,assembleiamt
Transfer Rio-Arraial E Búzios,transferrioarraialebuzios
Bianca Menezes Marques,bianca.marques86
Miguel Lombardi III,dep.miguellombardi
GO São Miguel Arcanjo,g.o.saomiguelarcanjo
Vania Barros Carvalho Taques,vaniataques
Andria Campos/ Nails Designer,andria_campos18
Coren-DF,coren_df
Prefeitura de Paracatu,prefeituradeparacatu
Portal Foco Amazônico,focoamazonico
Na Nossa Rede (NNR),na.nossa.rede
𝐑á𝐝𝐢𝐨 𝐆𝐫𝐚𝐟𝐢𝐭𝐞 𝐅𝐌,radiografitefm
Mocotó Bar e Restaurante,mocotorestaurante
Loja Confeitar,confeitarcuritiba
Revista Educação,revistaeducacao
OVALE,jornalovale
Amaro Pereira,prefeitoamaroipaporanga
Direita Goiás,direitagoiasoficial
Portal TupãCity,tupacity_oficial
CURSOS & ATENDIMENTOS,renatagarcianails
Laércio Mendonça,laerciopmendonca
Padre João Carlos,padrejoaocarlos
Professor Edilson Graciolli,professoredilson
Darlan Caires,thecoolestheart
Wallace Luiz Martins,wallace.martinspiloto
Carlos Roberto Massa,oratinho
Burguer Do Nô,burguerdono
Parque Dos Farois Como Eu Vejo,parquedosfaroiscomoeuvejo
Amante Dos Baixos Oficial,amante_dos_baixos
Dra Tatiany Faria,dratatianyfaria
Mundo Conservador,mundoconservador
Marcela Rafael Kampff de Melo,marcelarafael
Andre Sanches - Universo Ágil,andrersanches
BoraRir,borarirstandup
NDTV Joinville,ndtvjoinville
Romeu Aldigueri,romeualdiguerioficial
Filipe Stein,filipe_stein
NEON CUNHA,neoncunha
Flávio Zanrosso,flavio_zanrosso
O Último Samba do Ano,oultimosambadoano
DW! Semana de Design,dwsemanadedesign
Agora Europa,agoraeuropa
Charlles Evangelista,charlles.evangelista
IGUATEMI 365,iguatemi365
Fradelli Papelaria,fradellipapelaria
espiamaninho,espiamaninho
Nati Akemi | Nati Cosmética,naticosmetica
RAFAEL BITENCOURT,rafaelbitencourtofc
TV Ponta Verde Canal 5.1,tvpontaverdesbt
n a t h a n a e l d u t r a,nathanaeldutra
Hípica Vista Alegre,vistaalegrehipica
Bigodini,bigodinirp
Aracati Noticias,aracatinoticias
Edu Seabra,eduseabra
Karlos Figueredo,drkarlosfigueredo
Márcio Chagas,_omarciochagas
Ana Cañas,ana_canas
Andre Abujamra,andre_abujamra
Rapidão da Notícia,o_rapidao_da_noticia
D'Alembert Lima,dalembert_lima
Inspetor Alberto,inspetoralberto
Montese Ordinário,monteseordinario
Zé Luiz Reis,zeluizpt
Patrícia Ferraz,drapatriciaferraz
Rota Juridica,rotajuridica
Lecinho Breda,lecinhobredaoficial
ACSI Brasil,acsibrasil
CLAÚDIO  CAJADO,deputadocajado
Portal Potiguar | Notícias,portalpotiguar
Universidade Federal de Pernambuco,ufpe.oficial
Rê Ettinger,renataettinger
joão marcos bigon,ojoaob
Alisson Moraes | Mentor de Relacionamentos,alissonnmoraes
Círio De Nazaré,cirio.de.nazare
Zé Raimundo 1515,zeraimundo1515
Herdeiros dos famosos,herdeirodosfamosos
Rodrigo Cebrian,rodcebrian
Shopping Fortaleza Sul,shoppingfortalezasul
Lucas Neto - Concursos Públicos e Investimentos,lucasneto_objetivo
Anderson Foca,focadosol
Brasuca Multicultural,brasucamulticultural
CBN Brasília,cbnbrasiliaoficial
"Profa Dra Aline David, PhD MSc",dra.alinedavid
Ze Ricardo Oficial,zericardooficial
Funk 24por48,funk24por48
Empreendedor | investimentos,o.empreendedor_do_futuro
Constelação Familiar Viviane Sá,viviane_csa
Renata Lamin,renatalaminoficial
FEIRÃO AZUL - ATACADO E VAREJO,feiraoazul
Conservadores Patriotas 🇧🇷,conservadorespatriotas
Paloma Mello,panttymello
Vinicius Aith,viniciusaith
Wagner Santana,wagsanttana
Nikolas Ferreira,nikolasferreiradm
Buffet Flor de Sal | Buffet de Gastronomia,buffetflordesal
"Gabi, Mari, Nani e Renas - Primos de SP",primosdesp
Silvania Barbosa,ver.silvaniabarbosa
Johnn Oliver(Timidodemais) 👑,johnoliveroficial
BOLSOTRUMP38,bolsotrump38
Pietro Arnaud ⭐,pietroarnaud
𝕋𝕒𝕜𝕒𝕤𝕙𝕚 ℕ𝕚𝕤𝕙𝕚𝕞𝕦𝕣𝕒 𝕕𝕖 𝔸𝕣𝕒𝕦́𝕛𝕠,takashi_n.a
Marcelo Santos,marcelinhomanchester
⚜️Dr Márcio Mendonça,drmarciosmendonza
𝙂𝙧𝙪𝙥𝙤 𝙙𝙚 𝙑𝙖𝙡𝙤𝙧,grupodevalorr
Roxane Norris,roxanenorris
ᗪᗩᑎIᒪO ᖴᗩᖇO,danilofaro
𝗕𝗜𝗭 𝗖𝗟𝗨𝗕 𝗕𝗥𝗔𝗦𝗜𝗟 🇧🇷💥,biz_club_brasil
𝐂𝐀𝐒𝐒𝐈𝐀𝐍𝐄 | Página de Fã,portaldacassiane
RevistaTotal,revistatotaloficial
Claudia Batista.                    Cartomante e Bruxa,sagadaluatarot
Felipe Porto,felipeportobh
Missão Patinhas Felizes-MPF,missaopatinhasfelizes
Canto do Encanto Fé & Axé 🦚,encantofeaxe
JR - Um Jornal Regional,umjornalregional
AGENDA BLACK®️,agendablackofficial
Deputado Ivan Naatz,deputadoivannaatz
Anderson Moraes Imóveis,andersonmoraesimoveis
Soldado Evandro Gonçalves,soldadoevandrogoncalves
Fred & Fabrício,fredefabricio
MARCO SILVA NOTÍCIAS,blogdomarcosilva
MILENA SANTOS | DICAS DE BELEZA,cacheadaspoderosass_
Moda e acessórios,mbmodalgm
Portal GP1 Oficial,portalgp1oficial
Alice Rabelo,alicerabelo
Mastrella l Desde 1999,mastrellagoiania
Cidadania 23,cidadania23
Fabrício Cardoso,soufabriciocardoso
Carlos Tavares,carlostavares
Mamães e Tentantes ♡,mamaesetentantesbr
Inclusão como Propósito,kakarodrigues.mandakini
Dr. Paulo Coelho | Dentista,drpaulocoelhoesteves
Lady desconstrutora💅🌈,desconservadora
Ciro Nogueira,cironogueira
Vittorio Medioli,vittorio.medioli
MESSI BRASIL | 🇧🇷,messibrasilhd_
Maratona Oficial de Ribeirão Preto,maratonaribeiraooficial
Diário de Viamão,site_diariodeviamao
Paulo Frange,vereadorpaulofrange
Anderson Teruel,anderson.teruel
Arsenal,arsenaltur
29°BPM PMERJ,29bpm_pmerj
Lipsen,lipsen.ph
Paulinas - Brasil,paulinasbrasil
💎 MAFIA PIRIGUETE 💎 ATACADO 💎,mafia_piriguete
Direita Minas Gerais 🔺️🇧🇷,direita_minas_gerais
Kiko Ferraz,kikoferrazz
𝙖𝙂𝙖𝙯𝙚𝙩𝙖 𝘽𝙖𝙝𝙞𝙖,agazetabahia
Benjamim,eusouobenjamim
Clube das mamães,papode.mae_
Direita_,direita_brasil10
𝘝𝘢𝘯𝘦𝘴𝘴𝘢 𝘎𝘢𝘳𝘤𝘪𝘢 𝘈𝘳𝘵𝘦𝘴𝘢𝘯𝘢𝘵𝘰,vanessad_garcia
Cidadão João Capiberibe,joaocapi
Igreja Metodista em Teresina,imtcentral
Rádio CBN,cbnoficial
BEA,eubeamenezes
Heitor Galdino,heitoragaldino
Apoiadores do Bolsonaro Terê,apoiadoresbolsonaroteresopolis
Paz e Gratidão,pazegratidao
Dr. Daniel Coimbra,danielcoimbranutri
Nicolas Otávio,nicolasotaviooficial
Alexandra Gurgel,alexandrismos
Geremias Mascarenhas,geremiasmascarenhas
Fundição Progresso,fundicaoprogresso
Curso Corte e Costura 🇧🇷,curso.corteecostura
Lucélio Cartaxo,luceliocartaxo
Ultra BM,ultramaratonabm
Alinne Rosa,alinne
Jornal O Correio,jornal_ocorreiofv
Augusto Barreto,prof.augustobarreto
Topper Brasil,topperbrasil
Niterói TOP,niteroitop
Don Ferreira🦍,donferreiraa
Vaqueiro Postou OFICIAL,vaqueiropostou_
Jornal Edição Extra,jornaledicaoextra
Mauricio Nogueira Pinto,mauricionogueiraguitar
Evandro Filho,evandrofilhoico
Direita Paraná Oficial,direitaparanaoficial
Santa Igreja Católica,santaigrejacatolica
Auto_conhecimento_2020oficial,auto_conhecimento_2020
Luiz Fernando Pascon,lfpascon
Anti Esquerda Brasil,anti_esquerdabrasil
Joanna Maranhão,jujuca1987
Jarbas Oliveira,jarbasoliveira
Fatos e Boatos,fatos_e_boaatos
Bruno Ribeiro,brunofribeiro
Nick Fontana,nickfontana_
Iara Rennó,iararenno
Cotia e Cia,cotiaecia
Lgbtqia+,athosgls.oficial
Delegado Federal Toni Cunha,delegadotonicunha
FiqueiPutoMesmo,fiqueiputomesmo_
Brasil Escola,brasilescolaoficial
Charles Santos,charlessantosmg
Robson Senne 📷,robsonsenne
Gonzalo Vecina Neto,gonzalovecina
Revista Fórum,revistaforum
Notícias de Anápolis | Goiás | Publicidade | Marketing 🚀,portalanapolis
LAÍS DUARTE & MAFORT,laisduarteemafort
Amaro Neto,amaronetotv
Prof. Dr. Victor Teixeira,drvictorteixeira
LACROU,lacrou
Tiago Oliveira,tiagoooliveira
Robertino Domingues da Silva,robertinodomingues
Fraldadinhos Fraldas Ecológicas,fraldadinhos
Repórter Sérgio Guimarães,reporter.sergioguimaraes
ENCONTRO DE CERIMONIALISTAS WCSdoNE,workshopcerimonialsocialdone
Petra Belas Artes,petrabelasartes
Canal Rural,canalrural
𝑀𝑜𝑑𝑎 𝐹𝑒𝑚𝑖𝑛𝑖𝑛𝑎 & 𝑀𝑎𝑠𝑐𝑢𝑙𝑖𝑛𝑎!,adorata_nmt
Junio Amaral - Deputado Federal MG,cabojunioamaral
Hugo & Castellari 🤠🇧🇷,hugoecastellari
Roma News,romanewsoficial
Escola de Natação Infantil,babybolha
⠀⠀𝑅𝑂𝐵𝑆𝑂𝑁 𝐴𝐵𝑅𝐸𝑈,robsonra
Michele Freire| Emagrecimento,michele.afreire
Henrique Portacaos,henriquecesar
Centro de Formação ➡️ CS Imperial,claudiosoaresoficial
Acontece Magazine,acontece
Mc Andinho Malha Funk,oreidoscasamentos
Blog do Marcell Mota,blogmarcellmota
ibab Celebração,ibabcelebracao
carlinhos,carlinhoshumor
JK Turismo Receptivo™,jkturismos.pe
TatiAraújo🐎😍,tatianearaujo00
NOVELEIRO_,noveleiro_
Dicas de Filmes e Séries,dicas_filmeseseries
Saulo Godoy,saulogodoy
Enf. Obstª Aline Fernandes Teixeira,homebabyassessoria
U N I P F O R T A L E Z A,unip.fortaleza
TAC | Gastronomia,trazaconta
Fundação Cultural de Curitiba,fcccuritiba
O Lavandario,lavandario_cunha_sp_brasil
Jornal de Itu ®️,jornaldeitu
Cordélia Torres,cordeliaoficial
Brasileiros nos EUA 🇺🇸,brasileiros.nos.eua
Band TV Rio,bandtvrio
Sylvia Lula Rosa Moreira,sylviamoreira
Deslulificando,deslulificando13
Daniel Alencar,danielalencar
clara azevedo,clara_azevedo
SOS Crescimento Capilar by Lizz Ante,sos.crescimentocapilar
CANTADA 0800,cantada0800
ViajandoComLari ✈️,larissamcbarbosa
Jogo americano em crochê,alinealcantaraatelie
Umbanda Diária 🕊,umbandadiaria
A Crítica,acriticadecg
Prefeitura de Praia Grande,prefpraiagrande
Isabella de Roldão 🦋,isabelladeroldao
O Falante,ofalante.blog
Sil Cunha 🌙,maedosboys
Alon Hans | Consultor Financeiro,alonhansfinanceiro
Defensoria Pública de Minas Gerais,defensoriamineira
Seremos Resistência,seremosresistencia
Silvia_Bijumakeup,silvia_bijuu
E N T R E   A S   I L H A S,entreasilhas
Léo Valente / Blog do Valente,blogdovalenteoficial
Hoje no Mundo Militar,hojenomundomilitar
A TARDE FM 103.9,atardefm
Patrus Ananias,patrus_ananias
Ｋａｔｈａｒｉｎａ  Ｇｕｒｇｅｌ,kathgurgel
Jornal do Povão,jornaldopovao
Gado News Brasil - Memes de Politica,gadonewsbr
Mais FM 97.9 | Rádio Gospel,maisfm97.9
Pratique Fitness,pratiquefitness
Betho Ieesus,bethoieesus
Luciano Cartaxo,luciano_cartaxo
Recreio Carioca Bar e Lounge,recreio_carioca
Natureza Ecolodge,naturezaecolodge
ᴘᴏʟɪᴄɪᴀ ꜱᴇᴍ ᴄᴇɴꜱᴜʀᴀ ᴠᴀʟᴀᴅᴀʀᴇꜱ,policia_sem_censura_valadares
Felipe Vinha,felipevinha
Júnior do Posto,juniordopostooficial
Super Canal,tvsupercanal
Marta Rodrigues,martamerepresenta
SILVIA M.G DA SILVA,silviagilparashow
Stela Farias,stelafariasrs
Alisson Acosta | AACOS.salon,aacos.salon
Patty Domingues | Sistema Kibbe e 7 Essências,pattydomingues
Guerino Zanon,guerino_zanon
Irmão Homer,irmao_homer
Igreja dos Pobres,igrejadospobres
Jorge Braz,jorge_braz
VIVACY JOIAS OFICIAL,vivacyjoias
Jornal Agora,jornal_agora
Portal C7 - O Seu Portal de Notícias do Piauí,portalc7oficial
Gisele✨,giselealvesig
Lucas Pimenta,lucaspimentanosolhos
George Hilton,georgehilton20
Terapeuta Cristã Emocional,terapiacristaemocional
FLORANA 🌺,floranaoficial
Shows e Eventos em Fortaleza,eventos.fortal
BK'KALLU MAKE ✨,dicaasdiaadia
Prof. Thiago Henrique,thiagoh3nrique
Pastor Elizeu e Luana Rodrigues admiradores,prelizeu_luana_rodrigues
Liberty Viagens - Operadora de Turismo,libertyviagenstour_oficial
Cannabis & Saúde,portalcannabisesaude
Igreja Verbo da Vida Sede,sedeverbodavida
Mariana Ochs,mariochs
Diário de Itabira,diariodeitabira
Marcelo T. Ferreira,prmarcelo_pl
Vila Aty,vilaaty
Marcos Zurck,marcoszurck
Lele's • Roupas & Acessórios,lelesloja
Festas e Shows Ceará 💥,festaseshowsce
Luiz Gustavo 🇧🇷,luizgustavo.to
Warner Chappell Brasil,warnerchappellbrasil
Samuel Kroschinski,samuelkroschinski
Ângela Guimarães,angelaguimaraes65
Importados de Grife🇺🇸🇧🇷,importsluofficial
RAFAEL ALAN,rafaelalansp
Marcio Santos,marciomsantos
O melhor Camisa 9 da historia do Futebol,melhor9dahistoria_
Brisa de la Cordillera,brisaflow
Vereador Maciel Sales,maciel_salles
Edu Rocha Sprint Final,edurochasprintfinal
Povos Indígenas do Brasil,povosindigenas
SolidariedadeBR,solidariedade_br
